CSD,Period,"Apartment, less than 5 stories (Count)","Apartment, 5 or more stories (Count)","Apartment, duplex (Count)",Movable dwelling (Count),Other attached dwelling (Count),Row house (Count),Semi-detached house (Count),Single-detached house (Count),Key
Northern Lights County,2006,0,0,0,335,0,0,0,1015,Northern Lights County2006
Northern Lights County,2011,0,0,0,155,0,0,0,1370,Northern Lights County2011
Northern Lights County,2016,0,0,5,205,0,0,5,1320,Northern Lights County2016
Northern Lights County,2021,0,0,0,195,0,0,0,1355,Northern Lights County2021
Northern Sunrise County,2006,0,0,0,105,0,0,20,520,Northern Sunrise County2006
Northern Sunrise County,2011,0,0,0,75,0,10,5,595,Northern Sunrise County2011
Northern Sunrise County,2016,0,0,0,105,5,10,5,580,Northern Sunrise County2016
Northern Sunrise County,2021,0,0,0,60,10,10,0,565,Northern Sunrise County2021
O'Chiese 203,2001,0,0,0,40,0,0,0,75,O'Chiese 2032001
O'Chiese 203,2006,0,0,0,0,0,0,10,100,O'Chiese 2032006
O'Chiese 203,2011,0,0,0,50,0,10,0,135,O'Chiese 2032011
O'Chiese 203,2016,0,0,0,0,5,0,0,175,O'Chiese 2032016
O'Chiese 203,2021,0,0,0,15,0,0,0,205,O'Chiese 2032021
Okotoks,2001,185,0,5,95,0,285,110,2980,Okotoks2001
Okotoks,2006,490,0,40,0,0,390,295,4540,Okotoks2006
Okotoks,2011,895,5,35,0,5,525,460,6500,Okotoks2011
Okotoks,2016,950,5,115,40,0,630,470,7455,Okotoks2016
Okotoks,2021,950,10,105,115,2215,635,530,8140,Okotoks2021
Old Fort 217,2021,0,0,0,0,0,0,0,0,Old Fort 2172021
Olds,2001,285,0,30,140,5,190,195,1745,Olds2001
Olds,2006,520,0,80,135,30,85,275,1870,Olds2006
Olds,2011,450,5,140,230,15,90,340,2120,Olds2011
Olds,2016,515,0,165,215,15,160,370,2255,Olds2016
Olds,2021,525,0,165,215,1260,205,360,2330,Olds2021
Onoway,2001,40,0,5,5,5,0,0,245,Onoway2001
Onoway,2006,35,0,0,0,0,25,0,280,Onoway2006
Onoway,2011,25,0,0,15,0,30,0,300,Onoway2011
Onoway,2016,20,0,0,15,0,5,10,300,Onoway2016
Onoway,2021,20,0,0,10,40,0,0,310,Onoway2021
Opportunity No. 17,2001,15,0,0,280,0,0,5,720,Opportunity No. 172001
Opportunity No. 17,2006,20,10,0,385,0,0,0,425,Opportunity No. 172006
Opportunity No. 17,2011,10,0,30,380,0,0,20,535,Opportunity No. 172011
Opportunity No. 17,2016,10,0,0,270,0,0,30,685,Opportunity No. 172016
Opportunity No. 17,2021,20,0,0,310,65,25,25,700,Opportunity No. 172021
Oyen,2001,20,0,5,0,5,5,5,370,Oyen2001
Oyen,2006,15,0,0,25,10,0,0,330,Oyen2006
Oyen,2011,5,0,5,30,0,0,20,325,Oyen2011
Oyen,2016,15,0,0,30,5,0,10,330,Oyen2016
Oyen,2021,0,0,0,45,20,0,15,280,Oyen2021
Paintearth County No. 18,2001,5,0,0,80,0,0,0,600,Paintearth County No. 182001
Paintearth County No. 18,2006,0,0,0,60,0,25,25,575,Paintearth County No. 182006
Paintearth County No. 18,2011,0,0,0,40,0,0,0,575,Paintearth County No. 182011
Paintearth County No. 18,2016,0,0,0,60,0,0,5,575,Paintearth County No. 182016
Paintearth County No. 18,2021,0,0,0,60,0,0,0,585,Paintearth County No. 182021
Paradise Valley,2001,5,0,0,15,0,0,0,45,Paradise Valley2001
Paradise Valley,2006,0,0,0,25,0,0,0,40,Paradise Valley2006
Paradise Valley,2011,0,0,0,20,0,0,0,40,Paradise Valley2011
Paradise Valley,2016,0,0,0,0,0,0,0,75,Paradise Valley2016
Paradise Valley,2021,0,0,0,15,0,0,0,15,Paradise Valley2021
Parkland Beach,2001,0,0,0,0,0,0,0,35,Parkland Beach2001
Parkland Beach,2006,0,0,0,0,0,0,0,60,Parkland Beach2006
Parkland Beach,2011,0,0,0,0,0,0,0,50,Parkland Beach2011
Parkland Beach,2016,0,0,0,5,0,0,0,65,Parkland Beach2016
Parkland Beach,2021,0,0,0,0,0,0,0,65,Parkland Beach2021
Parkland County,2001,45,0,10,1130,15,10,15,7970,Parkland County2001
Parkland County,2006,0,0,35,255,25,0,30,9880,Parkland County2006
Parkland County,2011,20,0,5,1190,5,0,65,9655,Parkland County2011
Parkland County,2016,25,5,10,1060,15,0,40,10460,Parkland County2016
Parkland County,2021,50,0,0,1185,180,25,100,10580,Parkland County2021
Peace No. 135,2001,0,0,0,60,0,0,5,460,Peace No. 1352001
Peace No. 135,2006,0,0,0,40,0,0,0,480,Peace No. 1352006
Peace No. 135,2011,0,0,0,50,0,0,0,450,Peace No. 1352011
Peace No. 135,2016,20,0,0,40,0,0,5,520,Peace No. 1352016
Peace No. 135,2021,10,0,0,30,10,0,0,540,Peace No. 1352021
Peace River,2001,450,50,50,85,5,100,145,1490,Peace River2001
Peace River,2006,510,0,25,105,0,170,100,1490,Peace River2006
Peace River,2011,490,0,40,180,0,110,155,1610,Peace River2011
Peace River,2016,495,0,75,195,5,100,125,1605,Peace River2016
Peace River,2021,580,0,55,180,870,120,110,1545,Peace River2021
Pelican Narrows,2001,0,0,0,0,0,0,0,40,Pelican Narrows2001
Pelican Narrows,2006,0,0,0,10,0,0,0,50,Pelican Narrows2006
Pelican Narrows,2011,0,0,0,0,0,0,0,55,Pelican Narrows2011
Pelican Narrows,2016,0,0,0,0,0,0,0,50,Pelican Narrows2016
Pelican Narrows,2021,0,0,0,0,0,0,0,65,Pelican Narrows2021
Penhold,2001,70,0,0,25,0,0,40,480,Penhold2001
Penhold,2006,85,0,0,25,0,0,55,545,Penhold2006
Penhold,2011,35,0,15,110,0,25,60,635,Penhold2011
Penhold,2016,30,0,5,115,0,125,85,875,Penhold2016
Penhold,2021,40,0,0,100,320,195,75,910,Penhold2021
Picture Butte,2001,15,0,10,50,5,15,20,495,Picture Butte2001
Picture Butte,2006,0,0,0,50,10,15,25,495,Picture Butte2006
Picture Butte,2011,5,0,5,50,5,25,20,510,Picture Butte2011
Picture Butte,2016,10,0,15,60,5,20,20,535,Picture Butte2016
Picture Butte,2021,0,0,0,70,75,20,45,540,Picture Butte2021
Pigeon Lake 138A,2001,0,0,0,10,0,0,0,95,Pigeon Lake 138A2001
Pigeon Lake 138A,2006,0,0,0,0,0,0,0,90,Pigeon Lake 138A2006
Pigeon Lake 138A,2011,0,0,0,5,0,0,0,95,Pigeon Lake 138A2011
Pigeon Lake 138A,2016,0,0,0,5,0,0,0,85,Pigeon Lake 138A2016
Pigeon Lake 138A,2021,0,0,0,0,0,0,0,85,Pigeon Lake 138A2021
Piikani 147,2006,0,0,0,0,0,0,0,360,Piikani 1472006
Piikani 147,2011,0,0,0,10,5,0,0,325,Piikani 1472011
Piikani 147,2016,0,0,0,20,0,10,0,370,Piikani 1472016
Piikani 147,2021,0,0,10,40,30,25,0,405,Piikani 1472021
Pincher Creek,2001,50,0,10,0,5,85,30,1275,Pincher Creek2001
Pincher Creek,2006,50,0,0,100,10,75,15,1215,Pincher Creek2006
Pincher Creek,2011,55,0,5,125,0,95,50,1165,Pincher Creek2011
Pincher Creek,2016,60,0,0,120,5,70,50,1185,Pincher Creek2016
Pincher Creek,2021,40,0,30,80,195,75,45,1245,Pincher Creek2021
Pincher Creek No. 9,2001,5,0,5,110,10,0,0,985,Pincher Creek No. 92001
Pincher Creek No. 9,2006,0,0,0,70,25,0,10,1045,Pincher Creek No. 92006
Pincher Creek No. 9,2011,0,0,5,95,0,5,5,1045,Pincher Creek No. 92011
Pincher Creek No. 9,2016,0,0,0,130,0,5,5,975,Pincher Creek No. 92016
Pincher Creek No. 9,2021,0,0,0,40,20,0,15,1210,Pincher Creek No. 92021
Point Alison,2021,0,0,0,0,0,0,0,0,Point Alison2021
Ponoka,2001,360,0,80,95,5,30,125,1915,Ponoka2001
Ponoka,2006,350,0,100,140,0,60,105,1905,Ponoka2006
Ponoka,2011,365,0,90,175,5,60,145,1945,Ponoka2011
Ponoka,2016,440,0,115,185,5,80,150,2030,Ponoka2016
Ponoka,2021,500,0,85,205,845,100,160,2040,Ponoka2021
Ponoka County,2001,5,0,10,445,5,0,0,2465,Ponoka County2001
Ponoka County,2006,10,0,20,360,20,0,0,2625,Ponoka County2006
Ponoka County,2011,0,0,0,480,5,0,0,2685,Ponoka County2011
Ponoka County,2016,0,0,5,455,10,0,10,3055,Ponoka County2016
Ponoka County,2021,0,0,0,205,20,0,10,3465,Ponoka County2021
Poplar Bay,2001,0,0,0,0,0,0,0,40,Poplar Bay2001
Poplar Bay,2006,0,0,0,0,0,0,0,45,Poplar Bay2006
Poplar Bay,2011,0,0,0,0,0,0,0,40,Poplar Bay2011
Poplar Bay,2016,0,0,0,0,0,0,0,45,Poplar Bay2016
Poplar Bay,2021,0,0,0,0,0,0,0,65,Poplar Bay2021
Provost,2001,15,0,0,50,0,20,5,655,Provost2001
Provost,2006,40,0,10,75,0,15,15,615,Provost2006
Provost,2011,30,0,0,40,0,30,15,660,Provost2011
Provost,2016,35,0,5,85,0,25,10,620,Provost2016
Provost,2021,30,0,20,55,95,20,15,615,Provost2021
Provost No. 52,2001,10,0,0,90,5,0,0,810,Provost No. 522001
Provost No. 52,2006,15,0,0,100,0,0,0,770,Provost No. 522006
Provost No. 52,2011,5,0,0,45,0,0,0,785,Provost No. 522011
Provost No. 52,2016,10,0,0,85,0,0,0,725,Provost No. 522016
Provost No. 52,2021,0,0,0,75,10,0,0,770,Provost No. 522021
Puskiakiwenin 122,2001,0,0,0,0,5,0,5,80,Puskiakiwenin 1222001
Puskiakiwenin 122,2006,0,0,0,0,0,0,0,80,Puskiakiwenin 1222006
Puskiakiwenin 122,2011,0,0,0,10,0,0,5,90,Puskiakiwenin 1222011
Puskiakiwenin 122,2016,0,0,0,0,0,0,0,120,Puskiakiwenin 1222016
Puskiakiwenin 122,2021,0,0,0,10,0,0,0,130,Puskiakiwenin 1222021
Rainbow Lake,2001,5,0,0,120,0,35,20,170,Rainbow Lake2001
Rainbow Lake,2006,0,0,0,60,0,0,0,285,Rainbow Lake2006
Rainbow Lake,2011,10,0,0,125,5,30,20,120,Rainbow Lake2011
Rainbow Lake,2016,15,0,5,125,0,15,20,115,Rainbow Lake2016
Rainbow Lake,2021,0,0,0,55,35,15,20,115,Rainbow Lake2021
Ranchland No. 66,2001,0,0,0,0,0,0,0,35,Ranchland No. 662001
Ranchland No. 66,2006,0,0,0,10,0,0,0,35,Ranchland No. 662006
Ranchland No. 66,2011,0,0,0,5,0,0,0,30,Ranchland No. 662011
Ranchland No. 66,2016,0,0,0,5,0,0,0,35,Ranchland No. 662016
Ranchland No. 66,2021,0,0,0,0,0,0,0,35,Ranchland No. 662021
Raymond,2001,60,0,5,20,5,0,20,895,Raymond2001
Raymond,2006,60,0,0,40,0,0,10,935,Raymond2006
Raymond,2011,35,0,5,30,0,15,25,1055,Raymond2011
Raymond,2016,0,0,20,25,0,15,20,1045,Raymond2016
Raymond,2021,10,0,45,35,90,10,30,1205,Raymond2021
Red Deer,2001,5640,755,465,940,20,2800,2110,13265,Red Deer2001
Red Deer,2006,7285,610,1110,905,30,3255,2730,16720,Red Deer2006
Red Deer,2011,7340,555,1065,1080,35,3530,2970,19775,Red Deer2011
Red Deer,2016,8415,590,1520,1085,35,4025,3255,21060,Red Deer2016
Red Deer,2021,8495,590,1365,1040,17365,4130,3335,21515,Red Deer2021
Red Deer County,2001,5,0,10,1160,10,60,95,5055,Red Deer County2001
Red Deer County,2006,0,10,30,685,15,65,100,5765,Red Deer County2006
Red Deer County,2011,10,5,10,905,5,65,105,5545,Red Deer County2011
Red Deer County,2016,70,0,5,1140,10,80,125,5660,Red Deer County2016
Red Deer County,2021,120,0,10,985,430,135,155,6010,Red Deer County2021
Redcliff,2001,55,0,5,0,5,70,25,1405,Redcliff2001
Redcliff,2006,65,0,15,80,10,110,65,1565,Redcliff2006
Redcliff,2011,75,0,20,15,10,165,65,1735,Redcliff2011
Redcliff,2016,200,0,5,100,10,85,65,1685,Redcliff2016
Redcliff,2021,270,0,10,120,365,30,55,1700,Redcliff2021
Redwater,2001,50,0,0,50,0,40,10,665,Redwater2001
Redwater,2006,95,0,0,45,0,25,25,680,Redwater2006
Redwater,2011,35,0,0,30,0,45,5,655,Redwater2011
Redwater,2016,25,0,0,55,0,55,20,705,Redwater2016
Redwater,2021,50,0,10,60,160,85,20,650,Redwater2021
Rimbey,2001,80,0,5,105,0,25,25,640,Rimbey2001
Rimbey,2006,30,0,10,115,0,55,30,710,Rimbey2006
Rimbey,2011,40,0,5,105,0,65,55,715,Rimbey2011
Rimbey,2016,30,0,25,115,0,130,35,745,Rimbey2016
Rimbey,2021,120,0,15,80,265,75,45,765,Rimbey2021
Rochon Sands,2001,0,0,0,0,0,0,0,35,Rochon Sands2001
Rochon Sands,2006,0,0,0,0,0,0,0,30,Rochon Sands2006
Rochon Sands,2011,0,0,0,0,0,0,0,45,Rochon Sands2011
Rochon Sands,2016,0,0,0,0,0,0,0,45,Rochon Sands2016
Rochon Sands,2021,0,0,0,0,0,0,0,70,Rochon Sands2021
Rocky Mountain House,2001,380,0,50,280,15,125,210,1290,Rocky Mountain House2001
Rocky Mountain House,2006,360,0,60,265,20,220,365,1305,Rocky Mountain House2006
Rocky Mountain House,2011,340,0,40,290,10,160,260,1555,Rocky Mountain House2011
Rocky Mountain House,2016,300,0,35,255,5,85,310,1605,Rocky Mountain House2016
Rocky Mountain House,2021,365,0,25,270,790,85,315,1630,Rocky Mountain House2021
Rocky View County,2001,25,0,35,260,15,30,180,9240,Rocky View County2001
Rocky View County,2006,10,0,15,145,15,60,480,10470,Rocky View County2006
Rocky View County,2011,10,0,30,165,15,120,465,11275,Rocky View County2011
Rocky View County,2016,10,0,30,175,25,125,535,12140,Rocky View County2016
Rocky View County,2021,0,0,30,135,785,135,590,12985,Rocky View County2021
Rockyford,2001,15,0,0,0,0,0,0,125,Rockyford2001
Rockyford,2006,10,0,0,0,0,0,0,130,Rockyford2006
Rockyford,2011,0,0,0,5,0,0,0,135,Rockyford2011
Rockyford,2016,15,0,0,0,0,0,0,130,Rockyford2016
Rockyford,2021,0,0,0,0,15,0,0,125,Rockyford2021
Rosalind,2001,0,0,0,0,0,0,0,75,Rosalind2001
Rosalind,2006,0,0,0,0,0,0,0,75,Rosalind2006
Rosalind,2011,0,0,0,10,0,0,0,65,Rosalind2011
Rosalind,2016,0,0,0,15,0,0,0,75,Rosalind2016
Rosalind,2021,0,0,0,10,0,0,0,65,Rosalind2021
Rosemary,2001,10,0,0,5,5,5,0,105,Rosemary2001
Rosemary,2006,10,0,0,50,0,0,0,75,Rosemary2006
Rosemary,2011,0,0,0,30,0,10,0,95,Rosemary2011
Rosemary,2016,0,0,0,40,0,0,0,110,Rosemary2016
Rosemary,2021,0,0,0,0,0,0,0,125,Rosemary2021
Ross Haven,2001,0,0,0,0,0,0,0,50,Ross Haven2001
Ross Haven,2006,0,0,0,0,0,0,0,80,Ross Haven2006
Ross Haven,2011,0,0,0,0,0,0,5,55,Ross Haven2011
Ross Haven,2016,0,0,0,0,0,0,0,60,Ross Haven2016
Ross Haven,2021,0,0,0,0,0,0,0,55,Ross Haven2021
Rycroft,2001,10,0,0,50,0,10,0,185,Rycroft2001
Rycroft,2006,0,0,20,10,15,0,0,230,Rycroft2006
Rycroft,2011,5,0,5,0,0,5,0,265,Rycroft2011
Rycroft,2016,10,0,0,0,0,10,0,255,Rycroft2016
Rycroft,2021,10,0,0,55,20,0,0,160,Rycroft2021
Ryley,2001,0,0,0,0,5,10,5,170,Ryley2001
Ryley,2006,10,0,0,35,0,0,10,150,Ryley2006
Ryley,2011,0,0,0,20,0,10,0,180,Ryley2011
Ryley,2016,0,0,0,40,0,0,5,160,Ryley2016
Ryley,2021,15,0,0,40,20,0,0,165,Ryley2021
Saddle Hills County,2001,0,0,0,160,5,0,0,780,Saddle Hills County2001
Saddle Hills County,2006,0,0,55,55,0,0,0,795,Saddle Hills County2006
Saddle Hills County,2011,0,0,0,150,0,0,5,725,Saddle Hills County2011
Saddle Hills County,2016,0,0,0,120,5,0,0,710,Saddle Hills County2016
Saddle Hills County,2021,0,0,0,55,0,0,0,820,Saddle Hills County2021
Saddle Lake 125,2021,0,0,0,0,0,0,0,0,Saddle Lake 1252021
Samson 137,2001,0,0,0,0,0,0,0,855,Samson 1372001
Samson 137,2006,0,10,0,50,0,0,0,735,Samson 1372006
Samson 137,2011,0,0,0,25,0,30,0,785,Samson 1372011
Samson 137,2016,0,0,0,30,0,25,5,725,Samson 1372016
Samson 137,2021,0,0,0,30,40,40,0,710,Samson 1372021
Samson 137A,2021,0,0,0,0,0,0,0,0,Samson 137A2021
Sandy Beach,2001,0,0,0,0,0,0,0,80,Sandy Beach2001
Sandy Beach,2006,0,0,0,0,0,0,0,115,Sandy Beach2006
Sandy Beach,2011,0,0,0,5,0,0,0,100,Sandy Beach2011
Sandy Beach,2016,0,0,0,0,0,5,0,120,Sandy Beach2016
Sandy Beach,2021,0,0,0,15,0,0,0,140,Sandy Beach2021
Sawridge 150G,2001,0,10,0,0,0,0,0,10,Sawridge 150G2001
Sawridge 150G,2006,10,0,0,0,0,0,0,10,Sawridge 150G2006
Sawridge 150G,2011,15,0,0,0,0,0,0,15,Sawridge 150G2011
Sawridge 150G,2021,0,0,0,0,0,0,0,15,Sawridge 150G2021
Sawridge 150H,2021,0,0,0,0,0,0,0,0,Sawridge 150H2021
Seba Beach,2001,5,0,0,0,0,0,0,50,Seba Beach2001
Seba Beach,2006,0,0,0,0,0,0,0,90,Seba Beach2006
Seba Beach,2011,0,0,0,0,0,0,0,65,Seba Beach2011
Seba Beach,2016,0,0,0,5,0,0,0,75,Seba Beach2016
Seba Beach,2021,0,0,0,0,0,0,0,110,Seba Beach2021
Sedgewick,2001,25,0,0,5,5,5,5,320,Sedgewick2001
Sedgewick,2006,40,0,0,20,0,0,10,295,Sedgewick2006
Sedgewick,2011,20,0,5,35,5,0,5,315,Sedgewick2011
Sedgewick,2016,15,0,0,25,0,5,10,315,Sedgewick2016
Sedgewick,2021,30,0,0,30,45,0,0,285,Sedgewick2021
Sexsmith,2001,30,0,0,10,5,35,20,440,Sexsmith2001
Sexsmith,2006,90,0,0,10,10,25,30,495,Sexsmith2006
Sexsmith,2011,35,0,15,10,5,50,25,670,Sexsmith2011
Sexsmith,2016,50,5,5,5,5,40,45,720,Sexsmith2016
Sexsmith,2021,80,0,0,0,165,35,50,685,Sexsmith2021
Siksika 146,2001,0,0,0,70,0,0,0,640,Siksika 1462001
Siksika 146,2006,0,0,0,10,0,0,0,845,Siksika 1462006
Siksika 146,2011,0,0,0,15,0,0,0,790,Siksika 1462011
Siksika 146,2016,0,0,0,0,0,0,10,935,Siksika 1462016
Siksika 146,2021,0,0,0,0,10,0,10,1040,Siksika 1462021
Silver Beach,2006,0,0,0,10,0,0,0,20,Silver Beach2006
Silver Beach,2011,0,0,0,0,0,0,0,35,Silver Beach2011
Silver Beach,2016,0,0,0,0,0,0,0,35,Silver Beach2016
Silver Beach,2021,0,0,0,0,0,0,0,25,Silver Beach2021
Silver Sands,2001,0,0,0,0,0,0,0,65,Silver Sands2001
Silver Sands,2011,0,0,0,0,0,0,0,45,Silver Sands2011
Silver Sands,2016,0,0,0,5,0,0,0,80,Silver Sands2016
Silver Sands,2021,0,0,0,0,0,0,0,100,Silver Sands2021
Slave Lake,2001,300,0,10,455,5,120,65,1170,Slave Lake2001
Slave Lake,2006,295,0,15,480,0,155,125,1180,Slave Lake2006
Slave Lake,2011,270,0,25,425,5,165,95,1300,Slave Lake2011
Slave Lake,2016,405,0,10,405,5,165,115,1220,Slave Lake2016
Slave Lake,2021,380,0,15,470,710,170,140,1225,Slave Lake2021
Smoky Lake,2001,20,0,0,5,5,20,0,380,Smoky Lake2001
Smoky Lake,2006,40,0,0,40,0,10,10,360,Smoky Lake2006
Smoky Lake,2011,15,0,0,30,0,15,5,365,Smoky Lake2011
Smoky Lake,2016,30,0,10,0,5,5,5,370,Smoky Lake2016
Smoky Lake,2021,30,0,0,30,65,20,0,345,Smoky Lake2021
Smoky Lake County,2001,0,0,0,65,10,0,0,1390,Smoky Lake County2001
Smoky Lake County,2006,10,0,0,175,0,0,30,1025,Smoky Lake County2006
Smoky Lake County,2011,0,0,0,125,5,0,0,1350,Smoky Lake County2011
Smoky Lake County,2016,0,0,0,130,5,0,5,1415,Smoky Lake County2016
Smoky Lake County,2021,0,0,0,135,10,0,0,1360,Smoky Lake County2021
Smoky River No. 130,2001,0,0,0,90,0,0,0,695,Smoky River No. 1302001
Smoky River No. 130,2011,0,0,0,75,5,0,0,665,Smoky River No. 1302011
Smoky River No. 130,2016,0,0,0,45,0,0,0,680,Smoky River No. 1302016
Smoky River No. 130,2021,0,0,0,55,0,0,0,575,Smoky River No. 1302021
South Baptiste,2001,0,0,0,0,0,0,0,20,South Baptiste2001
South Baptiste,2006,0,0,0,0,0,0,0,20,South Baptiste2006
South Baptiste,2011,0,0,0,5,0,0,0,25,South Baptiste2011
South Baptiste,2016,0,0,0,0,0,0,0,30,South Baptiste2016
South Baptiste,2021,0,0,0,0,0,0,0,25,South Baptiste2021
South View,2001,0,0,0,5,0,0,0,40,South View2001
South View,2006,0,0,0,0,0,0,0,50,South View2006
South View,2016,0,0,0,0,0,0,0,30,South View2016
South View,2021,0,0,0,0,0,0,0,30,South View2021
Special Area No. 2,2001,0,0,5,105,5,0,10,640,Special Area No. 22001
Special Area No. 2,2006,0,0,0,80,0,0,10,625,Special Area No. 22006
Special Area No. 2,2011,0,0,5,100,0,0,0,585,Special Area No. 22011
Special Area No. 2,2016,0,0,5,75,0,0,5,565,Special Area No. 22016
Special Area No. 2,2021,0,0,0,0,0,0,0,635,Special Area No. 22021
Special Area No. 3,2001,0,0,0,45,0,0,5,445,Special Area No. 32001
Special Area No. 3,2006,0,0,0,40,0,0,0,410,Special Area No. 32006
Special Area No. 3,2011,0,0,0,30,5,0,0,380,Special Area No. 32011
Special Area No. 3,2016,0,0,0,10,0,0,0,375,Special Area No. 32016
Special Area No. 3,2021,0,0,0,45,15,10,0,380,Special Area No. 32021
Special Area No. 4,2001,0,0,0,40,5,0,0,455,Special Area No. 42001
Special Area No. 4,2006,0,0,0,30,0,0,0,430,Special Area No. 42006
Special Area No. 4,2011,0,0,0,25,0,0,0,420,Special Area No. 42011
Special Area No. 4,2016,0,0,5,30,0,0,5,395,Special Area No. 42016
Special Area No. 4,2021,0,0,0,20,0,0,0,400,Special Area No. 42021
Spirit River,2001,10,0,5,35,10,35,0,345,Spirit River2001
Spirit River,2006,0,0,45,30,15,0,0,355,Spirit River2006
Spirit River,2011,20,0,0,30,0,20,0,350,Spirit River2011
Spirit River,2016,15,0,0,35,0,35,5,345,Spirit River2016
Spirit River,2021,0,0,10,25,35,10,10,335,Spirit River2021
Spirit River No. 133,2001,0,0,0,25,0,0,0,255,Spirit River No. 1332001
Spirit River No. 133,2006,0,0,0,10,10,0,0,205,Spirit River No. 1332006
Spirit River No. 133,2011,0,0,0,35,0,0,0,250,Spirit River No. 1332011
Spirit River No. 133,2016,0,0,0,10,0,0,0,265,Spirit River No. 1332016
Spirit River No. 133,2021,0,0,0,20,0,0,0,230,Spirit River No. 1332021
Spring Lake,2001,0,0,0,5,0,0,0,165,Spring Lake2001
Spring Lake,2006,0,0,0,0,0,0,0,185,Spring Lake2006
Spring Lake,2011,0,0,0,0,0,0,0,205,Spring Lake2011
Spring Lake,2016,0,0,0,0,0,0,0,260,Spring Lake2016
Spring Lake,2021,0,0,0,0,0,0,0,280,Spring Lake2021
Spruce Grove,2001,510,0,25,290,5,205,170,4255,Spruce Grove2001
Spruce Grove,2006,830,10,35,250,0,300,395,5250,Spruce Grove2006
Spruce Grove,2011,1065,90,40,285,5,420,785,6930,Spruce Grove2011
Spruce Grove,2016,1800,70,50,310,10,725,1465,8125,Spruce Grove2016
Spruce Grove,2021,2115,70,70,340,4820,850,1780,9045,Spruce Grove2021
St. Albert,2001,1665,115,85,0,0,1630,720,13860,St. Albert2001
St. Albert,2006,2070,110,140,0,0,1630,1115,15480,St. Albert2006
St. Albert,2011,2345,110,155,5,0,1730,1480,16690,St. Albert2011
St. Albert,2016,2775,140,190,5,0,1730,1585,17530,St. Albert2016
St. Albert,2021,3465,295,125,45,7330,1920,1815,18265,St. Albert2021
St. Paul,2001,285,0,25,80,0,55,60,1435,St. Paul2001
St. Paul,2006,290,0,25,70,10,55,105,1405,St. Paul2006
St. Paul,2011,335,0,10,75,5,80,90,1580,St. Paul2011
St. Paul,2016,385,0,45,80,5,80,90,1575,St. Paul2016
St. Paul,2021,360,0,55,85,565,75,70,1635,St. Paul2021
St. Paul County No. 19,2001,15,0,5,230,5,0,5,1930,St. Paul County No. 192001
St. Paul County No. 19,2006,10,0,0,260,0,0,0,1925,St. Paul County No. 192006
St. Paul County No. 19,2011,20,0,5,210,5,5,0,1965,St. Paul County No. 192011
St. Paul County No. 19,2016,0,0,5,240,5,0,5,2080,St. Paul County No. 192016
St. Paul County No. 19,2021,0,0,0,245,15,10,0,2225,St. Paul County No. 192021
Standard,2001,0,5,0,20,0,0,5,125,Standard2001
Standard,2006,10,0,0,0,0,0,0,140,Standard2006
Standard,2011,5,0,0,15,0,0,0,125,Standard2011
Standard,2016,0,0,0,0,0,0,5,140,Standard2016
Standard,2021,0,0,0,15,0,0,0,130,Standard2021
Starland County,2001,0,0,0,80,0,0,0,580,Starland County2001
Starland County,2006,0,0,0,55,0,40,0,590,Starland County2006
Starland County,2011,5,0,0,45,0,0,0,540,Starland County2011
Starland County,2016,0,0,0,55,0,0,0,555,Starland County2016
Starland County,2021,0,0,0,30,0,0,0,560,Starland County2021
Stavely,2001,5,0,0,35,0,10,5,155,Stavely2001
Stavely,2006,0,0,0,0,0,0,0,210,Stavely2006
Stavely,2011,5,0,0,30,0,0,5,200,Stavely2011
Stavely,2016,10,0,0,15,0,0,10,230,Stavely2016
Stavely,2021,0,0,0,40,15,0,15,230,Stavely2021
Stettler,2001,260,0,35,190,20,90,30,1500,Stettler2001
Stettler,2006,255,0,25,170,15,80,65,1570,Stettler2006
Stettler,2011,300,0,35,230,5,105,90,1585,Stettler2011
Stettler,2016,260,0,25,125,20,155,95,1730,Stettler2016
Stettler,2021,250,0,30,260,515,135,100,1605,Stettler2021
Stettler County No. 6,2001,0,0,5,120,0,0,0,1605,Stettler County No. 62001
Stettler County No. 6,2006,0,0,0,170,0,10,10,1535,Stettler County No. 62006
Stettler County No. 6,2011,0,0,0,160,5,0,0,1575,Stettler County No. 62011
Stettler County No. 6,2016,0,0,0,175,5,0,5,1665,Stettler County No. 62016
Stettler County No. 6,2021,0,0,0,230,0,0,0,1715,Stettler County No. 62021
Stirling,2001,0,0,5,0,0,5,0,255,Stirling2001
Stirling,2006,0,0,10,25,0,10,0,235,Stirling2006
Stirling,2011,5,0,10,25,0,5,0,290,Stirling2011
Stirling,2016,5,0,5,25,0,5,0,275,Stirling2016
Stirling,2021,0,0,0,0,10,0,0,320,Stirling2021
"Stoney 142, 143, 144",2001,0,0,0,15,0,0,0,440,"Stoney 142, 143, 1442001"
"Stoney 142, 143, 144",2006,0,0,10,25,0,0,0,490,"Stoney 142, 143, 1442006"
"Stoney 142, 143, 144",2011,0,0,0,60,0,0,0,665,"Stoney 142, 143, 1442011"
"Stoney 142, 143, 144",2016,0,0,0,5,0,15,0,715,"Stoney 142, 143, 1442016"
"Stoney 142, 143, 144",2021,0,0,0,0,0,0,0,0,"Stoney 142, 143, 1442021"
Stony Plain,2001,530,0,10,140,5,170,145,2330,Stony Plain2001
Stony Plain,2006,895,10,35,10,0,205,245,3220,Stony Plain2006
